#tileset
tileset2.bmp
32 24
83 	5 	5 	5 	314 	315 	315 	315 	317 	5 	5 	5 	5 	690 	691 	692 	501 	692 	695 	696 	5 	5 	5 	5 	551 	2 	3 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	4 	39 	5 	5 	5 	5 	117 	96 	96 	118 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	281 	231 	231 	231 	281 	5 	5 	5 	5 	530 	531 	532 	533 	532 	535 	536 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	82 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	118 	112 	112 	112 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	281 	67 	67 	67 	281 	5 	5 	5 	5 	690 	691 	692 	501 	692 	695 	696 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	118 	112 	112 	217 	112 	112 	135 	115 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	281 	67 	67 	67 	281 	5 	5 	5 	5 	690 	691 	692 	501 	692 	695 	696 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	135 	66 	115 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	281 	67 	67 	67 	281 	5 	5 	5 	5 	690 	627 	630 	629 	630 	631 	696 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	119 	114 	5 	5 	5 	5 	5 	5 	5 	80 	5 	5 	80 	
83 	5 	5 	5 	313 	282 	282 	282 	283 	5 	5 	5 	5 	690 	691 	692 	692 	692 	695 	696 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	116 	134 	112 	112 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	312 	279 	5 	5 	5 	5 	5 	690 	691 	692 	692 	692 	695 	696 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	5 	116 	66 	134 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	310 	5 	5 	5 	5 	5 	5 	722 	723 	724 	724 	724 	727 	728 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	118 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	5 	310 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	310 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	118 	112 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	312 	279 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	310 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	82 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	216 	112 	135 	115 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	32 	32 	32 	32 	32 	32 	32 	32 	32 	32 	32 	32 	32 	32 	279 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	310 	310 	310 	310 	310 	310 	310 	310 	310 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	278 	5 	5 	5 	5 	83 	5 	5 	5 	5 	5 	80 	64 	112 	112 	132 	223 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	32 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	119 	114 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	32 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	116 	134 	112 	112 	112 	119 	114 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	551 	514 	515 	515 	515 	515 	515 	515 	515 	515 	515 	551 	551 	32 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	116 	134 	112 	112 	112 	119 	114 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	551 	514 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	32 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	116 	134 	112 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	551 	514 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	32 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	118 	112 	112 	135 	115 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	551 	514 	513 	513 	513 	513 	513 	513 	513 	513 	513 	551 	551 	32 	32 	32 	32 	32 	32 	32 	2 	3 	551 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	96 	96 	96 	96 	96 	96 	96 	96 	96 	96 	96 	96 	118 	112 	232 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	551 	514 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	21 	3 	551 	5 	5 	32 	32 	32 	32 	32 	32 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	96 	96 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	119 	114 	117 	96 	96 	114 	5 	5 	5 	5 	80 	
83 	5 	5 	5 	5 	551 	514 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	21 	3 	551 	5 	5 	32 	551 	512 	551 	514 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	119 	118 	112 	112 	113 	5 	5 	5 	5 	80 	
83 	5 	5 	312 	278 	551 	514 	515 	515 	515 	515 	515 	515 	515 	515 	515 	551 	551 	32 	32 	32 	32 	32 	32 	32 	2 	3 	551 	5 	5 	32 	551 	512 	551 	514 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	96 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	119 	96 	96 	96 	114 	80 	
83 	5 	5 	310 	5 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	551 	32 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	32 	551 	512 	551 	514 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
83 	5 	5 	310 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	32 	551 	512 	551 	514 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
83 	5 	67 	231 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	32 	551 	512 	551 	514 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
8 	29 	67 	231 	29 	29 	11 	29 	67 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	32 	551 	512 	551 	514 	551 	32 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	116 	134 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
8 	8 	67 	67 	29 	67 	67 	29 	67 	29 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	32 	551 	551 	551 	551 	551 	32 	278 	278 	278 	278 	278 	278 	311 	5 	5 	5 	516 	516 	516 	518 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
8 	8 	67 	67 	67 	67 	67 	67 	67 	67 	29 	67 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	32 	551 	551 	551 	551 	551 	32 	5 	5 	5 	5 	83 	5 	310 	5 	5 	5 	516 	585 	516 	518 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
8 	735 	67 	289 	67 	67 	296 	67 	67 	67 	67 	29 	67 	29 	77 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	32 	32 	551 	551 	32 	5 	5 	5 	5 	5 	5 	5 	310 	5 	5 	5 	516 	516 	516 	518 	5 	116 	134 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
412 	734 	735 	321 	67 	360 	328 	67 	67 	67 	67 	67 	67 	67 	67 	5 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	32 	551 	551 	32 	5 	81 	5 	5 	5 	5 	516 	516 	516 	516 	516 	516 	516 	516 	518 	5 	5 	116 	134 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
112 	412 	734 	735 	67 	67 	67 	67 	67 	424 	298 	67 	67 	29 	67 	29 	5 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	32 	551 	551 	32 	5 	5 	5 	5 	81 	5 	516 	516 	516 	585 	516 	516 	585 	516 	518 	5 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
112 	202 	412 	734 	735 	67 	67 	67 	67 	67 	328 	67 	67 	67 	67 	67 	67 	5 	5 	5 	5 	5 	5 	5 	551 	2 	3 	551 	5 	5 	5 	5 	32 	551 	551 	32 	5 	5 	83 	5 	5 	5 	516 	516 	516 	516 	516 	516 	516 	516 	518 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
112 	217 	202 	412 	734 	735 	67 	67 	67 	67 	231 	67 	67 	67 	67 	29 	67 	29 	29 	5 	5 	5 	5 	5 	551 	2 	3 	551 	551 	551 	551 	551 	32 	551 	551 	32 	5 	5 	5 	5 	5 	5 	516 	516 	516 	516 	516 	516 	516 	516 	518 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
112 	112 	112 	201 	412 	734 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	29 	5 	5 	5 	5 	5 	551 	2 	21 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	20 	1 	5 	516 	585 	585 	516 	518 	82 	5 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
232 	112 	112 	112 	233 	412 	734 	735 	67 	67 	67 	67 	67 	67 	299 	67 	67 	67 	67 	67 	5 	5 	5 	5 	551 	38 	53 	53 	53 	53 	53 	53 	53 	53 	53 	53 	53 	53 	53 	53 	1 	5 	516 	585 	585 	516 	518 	5 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
112 	112 	112 	112 	112 	233 	412 	734 	735 	67 	67 	67 	67 	67 	331 	67 	67 	67 	67 	67 	29 	29 	5 	5 	551 	551 	551 	551 	551 	551 	551 	551 	516 	516 	551 	514 	514 	514 	514 	514 	5 	5 	516 	516 	516 	516 	518 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	80 	
112 	112 	112 	112 	112 	112 	200 	412 	734 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	5 	5 	5 	5 	5 	5 	5 	5 	551 	516 	516 	32 	32 	32 	32 	32 	32 	278 	278 	516 	516 	516 	516 	518 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	66 	115 	80 	
112 	201 	112 	202 	112 	112 	112 	200 	412 	734 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	11 	29 	67 	5 	5 	5 	5 	5 	5 	288 	5 	586 	559 	559 	586 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	233 	412 	734 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	29 	5 	5 	5 	5 	5 	320 	5 	586 	559 	559 	586 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	96 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	66 	115 	5 	5 	80 	
202 	112 	112 	112 	201 	112 	112 	112 	112 	233 	412 	734 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	29 	5 	5 	5 	5 	5 	5 	5 	586 	559 	559 	586 	585 	585 	585 	585 	585 	5 	5 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	233 	112 	112 	112 	200 	412 	734 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	29 	5 	5 	5 	5 	5 	5 	5 	586 	559 	559 	586 	585 	590 	590 	590 	585 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	233 	412 	734 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	29 	5 	5 	5 	5 	5 	586 	559 	559 	586 	585 	590 	590 	590 	585 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	200 	412 	413 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	29 	5 	5 	5 	5 	520 	517 	516 	516 	517 	517 	517 	517 	517 	517 	5 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	66 	66 	66 	115 	5 	5 	5 	5 	80 	
112 	112 	202 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	200 	412 	413 	735 	67 	67 	67 	67 	298 	67 	67 	67 	67 	67 	29 	29 	5 	520 	516 	516 	516 	516 	516 	516 	516 	516 	516 	518 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	115 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	202 	112 	112 	112 	112 	112 	200 	412 	413 	735 	67 	67 	360 	328 	296 	67 	67 	67 	29 	67 	29 	5 	5 	519 	519 	519 	519 	519 	519 	519 	519 	519 	5 	5 	116 	134 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	115 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	232 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	200 	412 	413 	735 	67 	67 	424 	328 	67 	67 	67 	67 	67 	29 	1 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	187 	1 	
112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	202 	112 	112 	233 	651 	413 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	66 	115 	5 	5 	5 	5 	5 	5 	5 	82 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	202 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	652 	412 	413 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	115 	5 	5 	5 	5 	83 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	233 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	233 	112 	112 	112 	112 	652 	233 	412 	413 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	29 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	116 	66 	134 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	115 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	202 	112 	112 	112 	112 	112 	112 	112 	112 	652 	112 	200 	412 	413 	735 	67 	67 	67 	67 	67 	67 	67 	67 	67 	67 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	115 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	652 	652 	112 	112 	202 	412 	413 	735 	67 	67 	67 	297 	67 	67 	67 	67 	29 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	117 	118 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	115 	5 	5 	5 	5 	5 	5 	5 	5 	83 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	652 	112 	112 	112 	202 	412 	413 	735 	67 	67 	328 	67 	297 	67 	67 	29 	29 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	135 	66 	115 	5 	5 	5 	5 	83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	202 	112 	112 	233 	112 	112 	112 	112 	112 	112 	112 	112 	112 	652 	651 	652 	112 	112 	112 	112 	202 	412 	734 	735 	392 	392 	67 	328 	67 	67 	67 	29 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	113 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	232 	112 	112 	112 	652 	651 	652 	652 	652 	112 	112 	112 	112 	112 	112 	200 	412 	734 	735 	67 	360 	67 	67 	67 	67 	67 	5 	5 	82 	5 	5 	5 	5 	5 	5 	64 	112 	112 	112 	112 	112 	112 	112 	112 	112 	148 	112 	112 	112 	112 	112 	112 	112 	135 	66 	115 	83 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	652 	112 	112 	112 	112 	112 	112 	112 	112 	112 	202 	112 	200 	412 	734 	735 	67 	67 	67 	67 	67 	67 	29 	5 	5 	5 	5 	5 	5 	5 	5 	116 	66 	66 	66 	66 	66 	134 	112 	112 	135 	150 	134 	112 	135 	66 	66 	66 	66 	115 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	246 	112 	112 	112 	112 	232 	112 	112 	112 	112 	112 	112 	112 	217 	412 	734 	735 	67 	67 	67 	67 	67 	29 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	64 	112 	112 	113 	5 	116 	66 	115 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	80 	
112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	246 	246 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	112 	200 	217 	412 	734 	735 	67 	67 	67 	67 	29 	29 	29 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	116 	66 	66 	115 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	5 	83 	5 	5 	5 	5 	5 	5 	5 	80 	
